date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:01:45	27231/27231	---M-Z	200	added ('OK')	text/css	etag:%221544639719%22	http://netdna.bootstrapcdn.com/font-awesome/3.2.1/css/font-awesome.css?ver=5.6.2	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/netdna.bootstrapcdn.com/font-awesome/3.2.1/css/font-awesome4c7e.css	(from http://p1r0r.com/en/home)
20:01:46	946/946	---M-Z	200	added ('OK')	text/css	etag:%223b2-5a81c50386175-gzip%22	http://p1r0r.com/wp-content/plugins/skt-skill-bar/skill_bar/bar/sbar.css?ver=5.6.2	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/wp-content/plugins/skt-skill-bar/skill_bar/bar/sbar4c7e.css	(from http://p1r0r.com/en/home)
20:01:47	1745/1745	---M-Z	200	added ('OK')	text/css	etag:%226d1-5a81c50386175-gzip%22	http://p1r0r.com/wp-content/plugins/skt-skill-bar/skill_bar/circle/jquery.easy-pie-chart.css?ver=5.6.2	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/wp-content/plugins/skt-skill-bar/skill_bar/circle/jquery.easy-pie-chart4c7e.css	(from http://p1r0r.com/en/home)
20:01:47	30028/30028	---M-Z	200	added ('OK')	text/css	etag:%22754c-52a6456afa0c0-gzip%22	http://p1r0r.com/wp-content/plugins/themewich-shortcodes/css/themewich-shortcodes.css?ver=5.6.2	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/wp-content/plugins/themewich-shortcodes/css/themewich-shortcodes4c7e.css	(from http://p1r0r.com/en/home)
20:01:48	11224/11224	---M-Z	200	added ('OK')	application/javascript	etag:%222bd8-5b9ff12749b8d-gzip%22	http://p1r0r.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/wp-includes/js/jquery/jquery-migrate.mind617.js	(from http://p1r0r.com/en/home)
20:01:49	15153/15153	---M-Z	200	added ('OK')	application/javascript	etag:%223b31-52a642df9e000-gzip%22	http://p1r0r.com/wp-content/themes/gridstack/js/modernizr.custom.min.js?ver=2.6.2	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/wp-content/themes/gridstack/js/modernizr.custom.min61da.js	(from http://p1r0r.com/en/home)
20:01:50	21571/21571	---M-Z	200	added ('OK')	application/javascript	etag:%225443-52a642dea9dc0-gzip%22	http://p1r0r.com/wp-content/themes/gridstack/js/jquery.history.js?ver=1.8b2	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/wp-content/themes/gridstack/js/jquery.historyc659.js	(from http://p1r0r.com/en/home)
20:01:50	6828/6828	---M-Z	200	added ('OK')	application/javascript	etag:%221aac-52a642dea9dc0-gzip%22	http://p1r0r.com/wp-content/themes/gridstack/js/jquery.ajaxify.js?ver=1.0.1	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/wp-content/themes/gridstack/js/jquery.ajaxifyf269.js	(from http://p1r0r.com/en/home)
20:01:50	696/696	---M-Z	200	added ('OK')	application/javascript	etag:%222b8-52a660b68c680-gzip%22	http://p1r0r.com/wp-content/plugins/simple-follow-me-social-buttons-widget/assets/js/front-widget.js?ver=3.3.3	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/wp-content/plugins/simple-follow-me-social-buttons-widget/assets/js/front-widget6765.js	(from http://p1r0r.com/en/home)
20:01:50	2877/2877	---M-Z	200	added ('OK')	application/javascript	etag:%22b3d-5a81c50386175-gzip%22	http://p1r0r.com/wp-content/plugins/skt-skill-bar/skill_bar/bar/jquery.appear.js?ver=5.6.2	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/wp-content/plugins/skt-skill-bar/skill_bar/bar/jquery.appear4c7e.js	(from http://p1r0r.com/en/home)
20:01:52	89496/89496	---M-Z	200	added ('OK')	application/javascript	etag:%2215d98-5b9ff1274ab2e-gzip%22	http://p1r0r.com/wp-includes/js/jquery/jquery.min.js?ver=3.5.1	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/wp-includes/js/jquery/jquery.min9d52.js	(from http://p1r0r.com/en/home)
20:01:53	1547/1547	---MC-	200	added ('OK')	application/json	date:Fri,%2026%20Feb%202021%2020:01:51%20GMT	http://p1r0r.com/wp-json/wp/v2/pages/4799	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/wp-json/wp/v2/pages/4799.json	(from http://p1r0r.com/en/home)
20:01:54	762/762	---MC-	200	added ('OK')	text/xml	date:Fri,%2026%20Feb%202021%2020:01:54%20GMT	http://p1r0r.com/xmlrpc.php?rsd	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/xmlrpc0db0.php	(from http://p1r0r.com/en/home)
20:01:54	1045/1045	---M-Z	200	added ('OK')	application/xml	etag:%22415-52a3a61c01000-gzip%22	http://p1r0r.com/wp-includes/wlwmanifest.xml	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/wp-includes/wlwmanifest.xml	(from http://p1r0r.com/en/home)
20:01:56	2315/2315	---MC-	200	added ('OK')	application/json	date:Fri,%2026%20Feb%202021%2020:01:55%20GMT	http://p1r0r.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fp1r0r.com%2Fen%2Fhome	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/wp-json/oembed/1.0/embed562a.json	(from http://p1r0r.com/en/home)
20:01:56	203544/203544	---MC-	200	added ('OK')	application/rss+xml	etag:%221984ffe0725e95a5fc372d263d9378e3%22	http://p1r0r.com/en/feed	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/en/feed	(from http://p1r0r.com/en/home)
20:01:56	2445/2445	---MC-	200	added ('OK')	text/xml	date:Fri,%2026%20Feb%202021%2020:01:56%20GMT	http://p1r0r.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fp1r0r.com%2Fen%2Fhome&format=xml	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/wp-json/oembed/1.0/embed9c33	(from http://p1r0r.com/en/home)
20:01:58	44391/44391	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Feb%202021%2020:01:57%20GMT	http://p1r0r.com/sobre-mi	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/sobre-mi.html	(from http://p1r0r.com/en/home)
20:01:59	21626/21626	---M--	200	added ('OK')	image/png	etag:%22547a-52a642dcc1940%22	http://p1r0r.com/wp-content/themes/gridstack/images/sprites.png	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/wp-content/themes/gridstack/images/sprites.png	(from http://p1r0r.com/en/home)
20:01:59	21274/21274	---M--	200	added ('OK')	image/png	etag:%22531a-52a64bfb59d40%22	http://p1r0r.com/wp-content/uploads/2016/01/LogoIpad72.png	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/wp-content/uploads/2016/01/LogoIpad72.png	(from http://p1r0r.com/en/home)
20:02:01	106059/106059	---MC-	200	added ('OK')	application/json	date:Fri,%2026%20Feb%202021%2020:01:51%20GMT	http://p1r0r.com/wp-json/	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/wp-json/index.html	(from http://p1r0r.com/en/home)
20:02:06	61046/61046	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Feb%202021%2020:02:00%20GMT	http://p1r0r.com/blog	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/blog.html	(from http://p1r0r.com/en/home)
20:02:06	469/469	---M--	200	added ('OK')	image/png	etag:%221d5-5b9fa288cd1af%22	http://p1r0r.com/wp-content/plugins/polylang/flags/es.png	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/wp-content/plugins/polylang/flags/es.png	(from http://p1r0r.com/en/home)
20:02:09	86996/86996	---M--	200	added ('OK')	image/jpeg	etag:%22153d4-52a64cbfcecc0%22	http://p1r0r.com/wp-content/uploads/2016/01/Wallapaper-1500x844.jpg	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/wp-content/uploads/2016/01/Wallapaper-1500x844.jpg	(from http://p1r0r.com/en/home)
20:02:10	29533/29533	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Feb%202021%2020:02:07%20GMT	http://p1r0r.com/en/portfolio/simpleroom	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/en/portfolio/simpleroom.html	(from http://p1r0r.com/en/home)
20:02:10	15972/15972	---M--	200	added ('OK')	image/jpeg	etag:%223e64-582e32652a741%22	http://p1r0r.com/wp-content/uploads/2019/02/SimpleRoom-420x210.jpg	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/wp-content/uploads/2019/02/SimpleRoom-420x210.jpg	(from http://p1r0r.com/en/home)
20:02:12	30242/30242	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Feb%202021%2020:02:11%20GMT	http://p1r0r.com/en/portfolio/snailrun	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/en/portfolio/snailrun.html	(from http://p1r0r.com/en/home)
20:02:12	20405/20405	---M--	200	added ('OK')	image/jpeg	etag:%224fb5-52a64c64414c0%22	http://p1r0r.com/wp-content/uploads/2016/01/SnailRun1-420x210.jpg	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/wp-content/uploads/2016/01/SnailRun1-420x210.jpg	(from http://p1r0r.com/en/home)
20:02:13	50704/50704	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Feb%202021%2020:02:13%20GMT	http://p1r0r.com/en/portfolio/european-voluntary-service	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/en/portfolio/european-voluntary-service.html	(from http://p1r0r.com/en/home)
20:02:14	20737/20737	---M--	200	added ('OK')	image/jpeg	etag:%225101-56d450369f540%22	http://p1r0r.com/wp-content/uploads/2018/05/EVS-420x210.jpg	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/wp-content/uploads/2018/05/EVS-420x210.jpg	(from http://p1r0r.com/en/home)
20:02:15	32699/32699	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Feb%202021%2020:02:15%20GMT	http://p1r0r.com/en/portfolio/engineering-company	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/en/portfolio/engineering-company.html	(from http://p1r0r.com/en/home)
20:02:16	13081/13081	---M--	200	added ('OK')	image/jpeg	etag:%223319-56d728d3f79c0%22	http://p1r0r.com/wp-content/uploads/2018/05/EngiCOm-420x210.jpg	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/wp-content/uploads/2018/05/EngiCOm-420x210.jpg	(from http://p1r0r.com/en/home)
20:02:17	32951/32951	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Feb%202021%2020:02:16%20GMT	http://p1r0r.com/en/portfolio/meyza	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/en/portfolio/meyza.html	(from http://p1r0r.com/en/home)
20:02:17	8223/8223	---M--	200	added ('OK')	image/jpeg	etag:%22201f-56d73afa44bc0%22	http://p1r0r.com/wp-content/uploads/2018/05/Meyza-420x210.jpg	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/wp-content/uploads/2018/05/Meyza-420x210.jpg	(from http://p1r0r.com/en/home)
20:02:20	45305/45305	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Feb%202021%2020:02:18%20GMT	http://p1r0r.com/en/portfolio/sogno-messinese	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/en/portfolio/sogno-messinese.html	(from http://p1r0r.com/en/home)
20:02:20	21059/21059	---M--	200	added ('OK')	image/jpeg	etag:%225243-571577c890040%22	http://p1r0r.com/wp-content/uploads/2018/07/CULTMANMESS-420x210.jpg	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/wp-content/uploads/2018/07/CULTMANMESS-420x210.jpg	(from http://p1r0r.com/en/home)
20:02:22	29356/29356	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Feb%202021%2020:02:21%20GMT	http://p1r0r.com/en/portfolio/milano	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/en/portfolio/milano.html	(from http://p1r0r.com/en/home)
20:02:23	17353/17353	---M--	200	added ('OK')	image/jpeg	etag:%2243c9-52a72d82cb440%22	http://p1r0r.com/wp-content/uploads/2016/01/MILANO-420x210.jpg	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/wp-content/uploads/2016/01/MILANO-420x210.jpg	(from http://p1r0r.com/en/home)
20:02:24	29790/29790	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Feb%202021%2020:02:23%20GMT	http://p1r0r.com/en/portfolio/just-internship	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/en/portfolio/just-internship.html	(from http://p1r0r.com/en/home)
20:02:25	8579/8579	---M--	200	added ('OK')	image/jpeg	etag:%222183-52a64bd810a00%22	http://p1r0r.com/wp-content/uploads/2016/01/just-420x210.jpg	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/wp-content/uploads/2016/01/just-420x210.jpg	(from http://p1r0r.com/en/home)
20:02:25	29181/29181	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Feb%202021%2020:02:25%20GMT	http://p1r0r.com/en/portfolio/fashion-2	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/en/portfolio/fashion-2.html	(from http://p1r0r.com/en/home)
20:02:26	26407/26407	---M--	200	added ('OK')	image/jpeg	etag:%226727-52a64bb0f6dc0%22	http://p1r0r.com/wp-content/uploads/2016/01/FOTOMODA1-420x210.jpg	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/wp-content/uploads/2016/01/FOTOMODA1-420x210.jpg	(from http://p1r0r.com/en/home)
20:02:27	29319/29319	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Feb%202021%2020:02:26%20GMT	http://p1r0r.com/en/portfolio/travel-2	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/en/portfolio/travel-2.html	(from http://p1r0r.com/en/home)
20:02:27	20869/20869	---M--	200	added ('OK')	image/jpeg	etag:%225185-52a64c887ea40%22	http://p1r0r.com/wp-content/uploads/2016/01/TravelCover-420x210.jpg	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/wp-content/uploads/2016/01/TravelCover-420x210.jpg	(from http://p1r0r.com/en/home)
20:02:28	32332/32332	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Feb%202021%2020:02:28%20GMT	http://p1r0r.com/en/home/page/2	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/en/home/page/2.html	(from http://p1r0r.com/en/home)
20:02:29	43793/43793	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Feb%202021%2020:02:29%20GMT	http://p1r0r.com/en/vikingued-algeciras	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/en/vikingued-algeciras.html	(from http://p1r0r.com/en/home)
20:02:30	41589/41589	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Feb%202021%2020:02:29%20GMT	http://p1r0r.com/en/saga-is-ready-to-play	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/en/saga-is-ready-to-play.html	(from http://p1r0r.com/en/home)
20:02:31	58641/58641	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Feb%202021%2020:02:31%20GMT	http://p1r0r.com/en/an-oboe-in-the-amazon	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/en/an-oboe-in-the-amazon.html	(from http://p1r0r.com/en/home)
20:02:32	42599/42599	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Feb%202021%2020:02:32%20GMT	http://p1r0r.com/en/category/3d-en	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/en/category/3d-en.html	(from http://p1r0r.com/en/home)
20:02:33	34044/34044	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Feb%202021%2020:02:32%20GMT	http://p1r0r.com/en/category/advertising-en	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/en/category/advertising-en.html	(from http://p1r0r.com/en/home)
20:02:33	41956/41956	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Feb%202021%2020:02:33%20GMT	http://p1r0r.com/en/category/animation-en	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/en/category/animation-en.html	(from http://p1r0r.com/en/home)
20:02:34	57421/57421	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Feb%202021%2020:02:34%20GMT	http://p1r0r.com/en/category/art-en	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/en/category/art-en.html	(from http://p1r0r.com/en/home)
20:02:35	56727/56727	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Feb%202021%2020:02:35%20GMT	http://p1r0r.com/en/category/audiovisual-en	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/en/category/audiovisual-en.html	(from http://p1r0r.com/en/home)
20:02:35	38895/38895	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Feb%202021%2020:02:35%20GMT	http://p1r0r.com/en/category/bollywood-en	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/en/category/bollywood-en.html	(from http://p1r0r.com/en/home)
20:02:36	30947/30947	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Feb%202021%2020:02:36%20GMT	http://p1r0r.com/en/category/business-en	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/en/category/business-en.html	(from http://p1r0r.com/en/home)
20:02:37	56510/56510	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Feb%202021%2020:02:37%20GMT	http://p1r0r.com/en/category/cinema-en	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/en/category/cinema-en.html	(from http://p1r0r.com/en/home)
20:02:38	59578/59578	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Feb%202021%2020:02:37%20GMT	http://p1r0r.com/en/category/culture-en	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/en/category/culture-en.html	(from http://p1r0r.com/en/home)
20:02:38	58873/58873	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Feb%202021%2020:02:38%20GMT	http://p1r0r.com/en/category/europe-en	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/en/category/europe-en.html	(from http://p1r0r.com/en/home)
20:02:39	31178/31178	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Feb%202021%2020:02:39%20GMT	http://p1r0r.com/en/category/history-en	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/en/category/history-en.html	(from http://p1r0r.com/en/home)
20:02:39	40658/40658	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Feb%202021%2020:02:39%20GMT	http://p1r0r.com/en/category/hollywood-en	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/en/category/hollywood-en.html	(from http://p1r0r.com/en/home)
20:02:40	43525/43525	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Feb%202021%2020:02:40%20GMT	http://p1r0r.com/en/category/opera-en	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/en/category/opera-en.html	(from http://p1r0r.com/en/home)
20:02:41	33973/33973	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Feb%202021%2020:02:40%20GMT	http://p1r0r.com/en/category/painting-en	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/en/category/painting-en.html	(from http://p1r0r.com/en/home)
20:02:41	32296/32296	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Feb%202021%2020:02:41%20GMT	http://p1r0r.com/en/category/quotes-en	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/en/category/quotes-en.html	(from http://p1r0r.com/en/home)
20:02:42	55065/55065	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Feb%202021%2020:02:42%20GMT	http://p1r0r.com/en/category/serie-tv-en	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/en/category/serie-tv-en.html	(from http://p1r0r.com/en/home)
20:02:43	30927/30927	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Feb%202021%2020:02:42%20GMT	http://p1r0r.com/en/category/tech-en	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/en/category/tech-en.html	(from http://p1r0r.com/en/home)
20:02:43	30957/30957	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Feb%202021%2020:02:43%20GMT	http://p1r0r.com/en/category/technology-en	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/en/category/technology-en.html	(from http://p1r0r.com/en/home)
20:02:44	31194/31194	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Feb%202021%2020:02:44%20GMT	http://p1r0r.com/en/category/uncategorized-en	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/en/category/uncategorized-en.html	(from http://p1r0r.com/en/home)
20:02:45	43422/43422	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Feb%202021%2020:02:44%20GMT	http://p1r0r.com/en/category/vfx-en	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/en/category/vfx-en.html	(from http://p1r0r.com/en/home)
20:02:45	40461/40461	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Feb%202021%2020:02:45%20GMT	http://p1r0r.com/en/category/world-en	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/en/category/world-en.html	(from http://p1r0r.com/en/home)
20:02:46	19182/19182	---M-Z	200	added ('OK')	application/javascript	etag:%224aee-52a642dea9dc0-gzip%22	http://p1r0r.com/wp-content/themes/gridstack/js/jquery.bxslider.min.js?ver=4.1.1	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/wp-content/themes/gridstack/js/jquery.bxslider.min0235.js	(from http://p1r0r.com/en/home)
20:02:46	20692/20692	---M-Z	200	added ('OK')	application/javascript	etag:%2250d4-52a642df9e000-gzip%22	http://p1r0r.com/wp-content/themes/gridstack/js/jquery.magnific-popup.min.js?ver=0.9.4	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/wp-content/themes/gridstack/js/jquery.magnific-popup.min61fa.js	(from http://p1r0r.com/en/home)
20:02:46	16033/16033	---M-Z	200	added ('OK')	application/javascript	etag:%223ea1-52a642df9e000-gzip%22	http://p1r0r.com/wp-content/themes/gridstack/js/jquery.isotope.min.js?ver=1.5.25	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/wp-content/themes/gridstack/js/jquery.isotope.mindc81.js	(from http://p1r0r.com/en/home)
20:02:47	21562/21562	---M-Z	200	added ('OK')	application/javascript	etag:%22543a-52a642dea9dc0-gzip%22	http://p1r0r.com/wp-content/themes/gridstack/js/jquery.infinitescroll.min.js?ver=1.5.100504	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/wp-content/themes/gridstack/js/jquery.infinitescroll.mincc40.js	(from http://p1r0r.com/en/home)
20:02:47	4206/4206	---M-Z	200	added ('OK')	application/javascript	etag:%22106e-52a642df9e000-gzip%22	http://p1r0r.com/wp-content/themes/gridstack/js/superfish.min.js?ver=1.7.4	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/wp-content/themes/gridstack/js/superfish.minb34d.js	(from http://p1r0r.com/en/home)
20:02:47	3169/3169	---M-Z	200	added ('OK')	application/javascript	etag:%22c61-52a642dea9dc0-gzip%22	http://p1r0r.com/wp-content/themes/gridstack/js/jquery.fitvids.js?ver=1.0	C:/Users/p1r0r/Desktop/p1r0r/p1r0r/p1r0r.com/wp-content/themes/gridstack/js/jquery.fitvids5152.js	(from http://p1r0r.com/en/home)
